Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 1509 S University Dr, Fort Worth, TX 76107",The Ol’ South Pancake House Big Stack Challenge,Where: Ol' South Pancake House,,
"Address: 133 S Mechanic St, El Campo, TX 77437",The Greek Bros’ 72oz Steak Challenge,Where: Greek Bros Oyster Bar & Grill,,
"Address: 121 Ave A, Denton, TX 76201",Fry Street Tavern’s Swamp Donkey Burger Challenge,Where: Fry Street Tavern,,
"Address: 305 W Hwy 380, Bridgeport, TX 76426",Yesterday’s Diner’s Big Daddy Burger Challenge,Where: Yesterday's Diner,,
"Address: 9780 Walnut St, Ste #340, Dallas, TX 75243",The Bistro B Pho Challenge,Where: Bistro B Authentic Asian Cuisine,,
"Address: 6313 Wooldridge Rd, Ste #10, Corpus Christi, TX 78414",The Atomic Omelette’s Burger Challenge,Where: Atomic Omelette & Grill,,
"Address: 1420 Cypress Creek Rd, Cedar Park, TX 78613",Maggiore’s Big Azz Texas 28″ Pizza Challenge,Where: Maggiore's Bar & Grill,,
"Address: 300 West Whitestone Blvd, Cedar Park, TX 78613",J&J’s 7lb Monster Migas Breakfast Challenge,Where: J&J Barbecue & Burgers,,
"Address: 105 N Interstate 35, San Marcos, TX 78666",Pluckers’ Wall Of Flame Wing Challenge (San Marcos),Where: Pluckers Wing Bar (San Marcos),,
"Address: 3000 E Central Texas Expwy, Killeen, TX 76543",Pluckers’ Wall Of Flame Wing Challenge (Killeen),Where: Pluckers Wing Bar (Killeen),,
"Address: 1400 Shepherd Dr, Houston, TX 77007",Pluckers’ Wall Of Flame Wing Challenge (Houston),Where: Pluckers Wing Bar (Houston),,
"Address: 3316 Preston Rd, Plano, TX 75093",Pluckers’ Wall Of Flame Wing Challenge (Plano),Where: Pluckers Wing Bar (Plano),,
"Address: 5500 Greenville Ave, Ste #406, Dallas, TX 75206",Pluckers’ Wall Of Flame Wing Challenge (Dallas),Where: Pluckers Wing Bar (Dallas),,
"Address: 1709 Cross Roads Dr, Grapevine, TX 76051",Pluckers’ Wall Of Flame Wing Challenge (Grapevine),Where: Pluckers Wing Bar (Grapevine),,
"Address: 4000 Bagpiper Way, Ste #400, Arlington, TX 76018",Pluckers’ Wall Of Flame Wing Challenge (Arlington),Where: Pluckers Wing Bar (Arlington),,
"Address: 190 E Stacy Rd, Ste #1800, Allen, TX 75002",Pluckers’ Wall Of Flame Wing Challenge (Allen),Where: Pluckers Wing Bar (Allen),,
"Address: 5100 Belt Line Rd, Ste #520, Addison, TX 75254",Pluckers’ Wall Of Flame Wing Challenge (Addison),Where: Pluckers Wing Bar (Addison),,
"Address: 3909-B S Lamar Blvd, Austin, TX 78704",Pluckers’ Wall Of Flame Wing Challenge (Austin South Lamar),Where: Pluckers Wing Bar (Austin South Lamar),,
"Address: 300 Mays Crossing, Ste #300, Round Rock, TX 78664",Pluckers’ Wall Of Flame Wing Challenge (Round Rock),Where: Pluckers Wing Bar (Round Rock),,
"Address: 2222 Rio Grande St, Austin, TX 78705",Pluckers’ Wall Of Flame Wing Challenge (Austin Rio Grande),Where: Pluckers Wing Bar (Austin Rio Grande),,
"Address: 9070 Research Blvd, Ste 201C, Austin, TX 78758",Pluckers’ Wall Of Flame Wing Challenge (Austin Research),Where: Pluckers Wing Bar (Austin Research),,
"Address: 11066 Pecan Park Blvd, Austin, TX 78613",Pluckers’ Wall Of Flame Wing Challenge (Austin Lakeline Mall),Where: Pluckers Wing Bar (Austin Lakeline Mall),,
"Address: 2300 Cesar Chavez St, Austin, TX 78702",The Don Juan Breakfast Taco Record Challenge (Women),Where: Juan In A Million Mexican Restaurant,,
"Address: 2300 Cesar Chavez St, Austin, TX 78702",The Don Juan Breakfast Taco Record Challenge (Men),Where: Juan In A Million Mexican Restaurant,,
"Address: 14900 Avery Ranch Blvd, Austin, TX 78717",The Brooklyn Heights 12lb Pizza Challenge (Avery Ranch),Where: Brooklyn Heights Pizzeria (Avery Ranch),,
"Address: 3806 E Broad St, Mansfield, TX 76063",Sprout’s Super Bowl Pho Challenge (Mansfield),Where: Sprout's Springroll & Pho (Mansfield),,
"Address: 780 E Road To Six Flags St, Arlington, TX 76011",Sprout’s Super Bowl Pho Challenge (Arlington),Where: Sprout's Springroll & Pho (Arlington),,
"Address: 2918 W Pioneer Pkwy, Arlington, TX 76013",Campo Verde’s World’s Largest Hamburger Challenge,Where: Campo Verde Mexican & American Cuisine,,
"Address: 1615 W Park Row Dr, Arlington, TX 76013",Atomic Sports Bar’s Colon Pow Wing Challenge,Where: Atomic Sports Bar & Grill,,
"Address: 3515 SW 6th Ave, Amarillo, TX 79106",The Moe Dogs Super Hot Dog Challenge,Where: Moe Dogs Grill,,
"Address: 7701 Interstate 40 E, Amarillo, TX 79118",The Big Texan 72oz Steak Challenge,Where: The Big Texan Steak Ranch,,
"Address: 1283 N University Ave #102, Provo, UT 84604",Koi Express Sushi’s Koizilla Sushi Challenge,Where: Koi Express Sushi and Ramen,,
"Address: 2448 N University Pkwy, Provo, UT 84604",Brasas’ 31” Mexican Monster Burrito Challenge,"Where: Brasas Mexican Grill, LLC",,
"Address: 1151 Wilkinson Student Center, Provo, UT 84602",The Wall’s “Tall Wall” Burger Challenge,Where: The Wall - BYU,,
"Address: 2572 E South Weber Dr, South Weber, UT 84405, USA",Burly Burger’s “Brigham” Burger Challenge,Where: Burly Burger,,
"Address: 1970 N Washington Blvd, North Ogden, UT 84414",Pizza Pie Cafe’s 28″ Team Pizza Challenge,Where: Pizza Pie Cafe (North Ogden),,
"Address: 449 W 12th St, Ogden, UT 84404",No Frills Diner’s Terminator Burger Challenge,Where: No Frills Diner,,
"Address: 3971 Wasatch Blvd, Salt Lake City, UT 84124",The Wing Coop’s 11 Wing Challenge,Where: The Wing Coop,,
"Address: 135 W 1300 S, Salt Lake City, UT 84115",The Lucky 13 Burger Challenge,Where: Lucky 13 Bar & Grill,,
"Address: 1680 S State St, Ste #104, Orem, UT 84097",The Sensuous Sandwich 24 Inchers Club (Orem),Where: The Sensuous Sandwich (Orem),,
"Address: 163 W Center St, Provo, UT 84601",The Sensuous Sandwich 24 Inchers Club (Provo),Where: The Sensuous Sandwich (Provo),,
"Address: 670 W State Rd, Pleasant Grove, UT 84062",Chubby Cafe’s Chubby Burger Challenge,Where: Chubby's Café,,
"Address: 449 W 12th St, Ogden, UT 84404",No Frills Diner’s Ultimate King Omelet Challenge,Where: No Frills Diner,,
"Address: 545 E 1400 N, Logan, UT 84341",Fox’s 30″ Big One Pizza Challenge (Logan),Where: Fox's Pizza Den (Logan),,
"Address: 33 E 600 S, Smithfield, UT 84335",The 36″ Firehouse Pizza Challenge (Smithfield),Where: Firehouse Pizzeria (Smithfield),,
"Address: 682 S Main St, Logan, UT 84321",The 36″ Firehouse Pizza Challenge (Logan),Where: Firehouse Pizzeria (Logan),,
"Address: 90 N Main St, Logan, UT 84321",Angie’s Kitchen Sink Ice Cream Challenge,Where: Angie's Restaurant,,
"Address: 323 E Gentile St, Layton, UT 84041",Burger Stop’s Deuce Burger Challenge,Where: Burger Stop,,
"Address: 1104 Woodford Rd, Bennington, VT 05201",Papa Pete’s Giant Pancake Challenge,Where: Papa Pete’s of Bennington,,
"Address: 831 College Pkwy, Colchester, VT 05446",Burger Bar’s 6lb Loaded Burger Challenge,Where: Burger Bar (Colchester),,
"Address: 282 Berlin Mall Rd, Berlin Corners, VT 05602",Soup’er Heros’ “Edible Hulk” Sandwich Challenge,Where: Soup'er Heros,,
"Address: 36 Main St, Winooski, VT 05404",Our House Bistro’s Hungry Man Challenge,Where: Our House Bistro,,
"Address: 18 Taft Corners Shopping Plaza, Williston, VT 05495",Ramunto’s Cal-Mungo Calzone Challenge,Where: Ramunto's Brick Oven Pizzeria,,
"Address: 1072 W Lakeshore Dr, Colchester, VT 05446",Rozzi’s Dozer Burger Challenge,Where: Rozzi's Lakeshore Tavern,,
"Address: 186 S Main St, White River Junction, VT 05001",The Big Fatty’s BBQ Sandwich Challenge,Where: Big Fatty's BBQ,,
"Address: 1706 Mediterranean Ave, Virginia Beach, VA 23451",Barrel 17 Burger Bar’s “Barrel” Cheeseburger Challenge,Where: Barrel 17 Burger Restaurant,,
"Address: 921 Park Ave NW, Norton, VA 24273",Wood Booger Grill’s “Super WoodBurger” Challenge,Where: The Wood Booger Grill,,
"Address: 3315 Atlantic Ave, Virginia Beach, VA 23451",Lager Heads’ 3315 Atlantic Burger Challenge,Where: Lager Heads ,,
"Address: 211 Draper Rd SW, Blacksburg, VA 24060",Sycamore Deli`s Kitchen Sink Sandwich Challenge,Where: Sycamore Deli ,,
"Address: 11 Hope Road, Suite 115, Stafford, VA 22554",Mason Dixon M-D Pancake Challenge,Where: Mason-Dixon Cafe,,
"Address: 1592 Mountain Rd, Glen Allen, VA 23060",Rapid Pizza’s 28″ Team Pizza Challenge,Where: Rapid Pizza VA,,
"Address: 1161 E Lee Hwy, Chilhowie, VA 24319",Warriors Hometown Grill’s “Big Chief” Burger Challenge,Where: Warriors Hometown Grill,,
"Address: 2802 Williamson Rd, Roanoke, VA 24012",The New Yorker’s Submarine Sandwich Challenge,Where: New Yorker Delicatessan,,
"Address: 113 Parkview Rd NE, Floyd, VA 24091",Mickey G’s Bistro’s 28″ Mega Team Pizza Challenge,Where: Micky G's Bistro & Pizzeria,,
"Address: 43761 Parkhurst Plaza, Ste #100, Ashburn, VA 20147",Buffalo Wing Factory’s “Flatliner” Wing Challenge (Ashburn),Where: Buffalo Wing Factory (Ashburn),,
"Address: 13067 Lee Jackson Memorial Hwy, Fairfax, VA 22033",Buffalo Wing Factory’s “Flatliner” Wing Challenge (Chantilly),Where: Buffalo Wing Factory (Chantilly),,
"Address: 2260-D Hunters Woods Pl, Reston, VA 20191",Buffalo Wing Factory’s “Flatliner” Wing Challenge (Reston),Where: Buffalo Wing Factory (Reston),,
"Address: 22034 Shaw Rd, Sterling, VA 20164",Buffalo Wing Factory’s “Flatliner” Wing Challenge (Sterling),Where: Buffalo Wing Factory (Sterling),,
"Address: 9503  W Broad St, Richmond, VA 23294",HogsHead Cafe’s Triple Hog Dare Ya Challenge,Where: HogsHead Cafe,,
"Address: 1304 W Main St, Salem, VA 24153",Alejandro’s 5lb Godzilla Burrito Challenge (Salem),Where: Alejandro's Mexican Grill (Salem),,
"Address: 127 Campbell Ave, Roanoke, VA 24011",Alejandro’s 5lb Godzilla Burrito Challenge (Roanoke),Where: Alejandro's Mexican Grill (Roanoke),,
"Address: 7212 Williamson Rd, Roanoke, VA 24019",Alejandro’s 5lb Godzilla Burrito Challenge (Hollins),Where: Alejandro's Mexican Grill (Hollins),,
"Address: 4125 Merchant Plaza, Woodbridge, VA 22192",BR’s 6lb Outrageous Split Challenge,Where: BR Frozen Custard & Sweets,,
"Address: 401 N Great Neck Rd, Virginia Beach, VA 23454",The Big Brother Team Pizza Challenge,Where: Brothers Pizza,,
"Address: 21018 S Bank St, Sterling, VA 20165",The Dons’ Solo Pizza Challenge,Where: The Dons' Wood-Fired Pizza,,
"Address: 1924 Jefferson Davis Hwy, Stafford, VA 22554",Family Pizzeria’s Steakosaurus Sandwich Challenge,Where: Family Pizzeria,,
"Address: 1924 Jefferson Davis Hwy, Stafford, VA 22554",Family Pizzeria’s 28″ Team Pizza Challenge,Where: Family Pizzeria,,
"Address: 2922 Park Ave, Richmond, VA 23221",Sheppard Street Tavern’s Stupid Wings Challenge,Where: Sheppard Street Tavern,,
"Address: 4024 Granby St, Norfolk, VA 23504",Charlie’s Killer Omelet Challenge,Where: Charlie's Café,,
"Address: 781 Station St, Herndon, VA 20170",The Breeze Bar’s Taco Tuesday Record Challenge,Where: The Breeze Restaurant & Sports Bar,,
"Address: 12214 Fairfax Town Ctr, Fairfax, VA 22033",Chutzpah Deli’s 40oz Reuben Sandwich Challenge,Where: Chutzpah Deli,,
"Address: 4993 Westone Plaza, Chantilly, VA 20151",The Texas Roadhouse 64oz Steak Challenge,Where: Texas Roadhouse (Chantilly),,
"Address: 1727 Wilson Blvd, Arlington, VA 22201",Guajillo’s El Cachudo Burrito Challenge,Where: Guajillo Mexican Restaurant,,
"Address: 3388 Princess Anne Rd, Ste #417, Virginia Beach, VA 23452",The Hwy 55 Burger Challenge (Landstown Commons),Where: Hwy 55 Restaurant (Landstown Commons),,
"Address: 1336 N Great Neck Rd, Virginia Beach, VA 23454",The Hwy 55 Burger Challenge (Virginia Beach),Where: Hwy 55 Restaurant (Virginia Beach),,
"Address: 414 W Bakerview Rd, Bellingham, WA 98226",The 3 Fat Shack Sandwiches Challenge (Bellingham),Where: Fat Shack Sandwich Shop (Bellingham),,
"Address: 2615 South Harbor Loop Dr, Bellingham, WA 98255",Nicki’s Bella Marina’s Super Monster Mega Challenge Burger,Where: Nicki's Bella Marina,,
"Address: 710 3rd Ave, Seattle, WA 98104",Piroshki on 3rd’s Giant 6.75lb Piroshki Challenge,"Where: Piroshki on 3rd Restaurant, Bakery, and Cafe",,
"Address: 15 E Main St, Battle Ground, WA 98604, USA",Playmakers’ “Sloppy Pig Skin” Burger Challenge,Where: Playmakers Sports Bar & Grill,,
"Address: 316 E Fairhaven Ave, Burlington, WA 98233",Billy’s Cafe’s Breakfast Challenge,Where: Billy's Cafe,,
"Address: 132 N Crosby, Tekoa, WA 99033",C&D’s Tekoa “Big Daddy” Burger Challenge,Where: C & D's Tekoa Bar & Grill,,
"Address: 1500 S Gold St, Centralia, WA 98531",The Limit’s “Big One” Burger Challenge,Where: The Limit Bar & Grill,,
"Address: 5978 HWY 291, Nine Mile Falls, WA 9902",291 Brewhouse’s Kitchen Sink Ice Cream Challenge,Where: 291 Brewhouse,,
"Address: 25 W 1st Ave, Spokane, WA 99201",Wave Island’s Gigantic Sushi Roll Challenge,Where: Wave Island Sports Grill & Sushi Bar,,
"Address: 18427 International Blvd, Seatac, WA 98188",Sharps RoastHouse’s Monster Burger Challenge,Where: Sharps RoastHouse,,
"Address: 15 E Main St, Battle Ground, WA 98604, USA",Playmakers’ “Red Zone” Reaper Wing Challenge,Where: Playmakers Sports Bar & Grill,,
"Address: 900 Meridian E, Ste #50, Milton, WA 98354",The Mill Steakhouse’s Filthy Mill Monster Burger Challenge,Where: The Mill Steakhouse + Spirits,,
"Address: 1311 Railroad Ave, Bellingham, WA 98225",AB Crepes’ 26 Crepe Team Challenge,Where: AB Crepes (Alpha-Bet),,
"Address: 51 Firing Center Rd, Yakima, WA 98901",The Bullseye Burger Challenge,"Where: Bullseye Burgers, Subs, & More",,
"Address: 12819 Yelm Hwy SE, Olympia, WA 98513",Coho Sports Pub’s Burger Challenge,Where: Coho Sports Pub inside Red Winds Casino,,
"Address: 15740 Redmond Way, Redmond, WA 98052",Sam’s Tavern’s Burger Challenge (Redmond),Where: Sam's Tavern (Redmond),,
"Address: 400 9th Ave N, Seattle, WA 98109",Sam’s Tavern’s Burger Challenge (South Lake Union),Where: Sam's Tavern (South Lake Union),,
"Address: 1024 E Pike St, Seattle, WA 98122",Sam’s Tavern’s Burger Challenge (Capitol Hill),Where: Sam's Tavern (Capitol Hill),,
"Address: 303 12th Ave S, Ste A, Seattle, WA 98144",Dong Thap Noodles’ Pho SuperBowl Challenge,Where: Dong Thap Noodles,,
"Address: 502 W Indiana Ave, Spokane, WA 99205",Pizza Rita’s 5 Minute Pizza Challenge (W Indiana),Where: Pizza Rita (W Indiana),,
"Address: 5511 N Wall St, Spokane, WA 99205",Pizza Rita’s 5 Minute Pizza Challenge (N Wall),Where: Pizza Rita (N Wall),,
"Address: 201 N Pines Rd, Spokane, WA 99206",Pizza Rita’s 5 Minute Pizza Challenge (N Pines),Where: Pizza Rita (N Pines),,
"Address: 701 W Riverside Ave, Spokane, WA 99201",Pizza Rita’s 5 Minute Pizza Challenge (Downtown),Where: Pizza Rita (Downtown),,
"Address: 211 N Division St, Spokane, WA 99202",The Borracho Taco Challenge,Where: Borracho Tacos & Tequileria,,
"Address: 7200 W Nob Hill Blvd, Ste #3, Yakima, WA 98908",Waffles Caffe’s Iron Man Breakfast Challenge (Meadowbrook),Where: Waffles Caffe (Meadowbrook Mall),,
"Address: 1510 N 1st St, Yakima, WA 98901",Waffles Caffe’s Iron Man Breakfast Challenge (N 1st St),Where: Waffles Caffe (Yakima N 1st St),,
"Address: 715 River Rd, Puyallup, WA 98371",The Loose Wheel’s Burger Challenge (Puyallup),Where: The Loose Wheel Bar & Grill (Puyallup),,
"Address: 6108 6th Ave, Tacoma, WA 98406",The Loose Wheel’s Burger Challenge (Tacoma),Where: The Loose Wheel Bar & Grill (Tacoma),,
"Address: 118 W Francis Ave, Spokane, WA 99205",The Screaming Yak’s Demon Wing Challenge,Where: The Screaming Yak,,
"Address: 701 W Riverside Ave, Spokane, WA 99201",Pizza Rita’s 5 Pound Pizza Challenge (Downtown),Where: Pizza Rita (Downtown),,
"Address: 201 N Pines Rd, Spokane, WA 99206",Pizza Rita’s 5 Pound Pizza Challenge (N Pines),Where: Pizza Rita (N Pines),,
"Address: 5511 N Wall St, Spokane, WA 99205",Pizza Rita’s 5 Pound Pizza Challenge (N Wall),Where: Pizza Rita (N Wall),,
"Address: 502 W Indiana Ave, Spokane, WA 99205",Pizza Rita’s 5 Pound Pizza Challenge (W Indiana),Where: Pizza Rita (W Indiana),,
"Address: 204 E Ermina Ave, Spokane, WA 99207",The Awfully Colossal Litz’s Burger Challenge,Where: Litz's Bar & Grill,,
"Address: 9614 14th Ave SW, Seattle, WA 98106",Zippy’s King Lou Lou Burger Challenge,Where: Zippy's Giant Burgers,,
"Address: 232 Central Way, Kirkland, WA 98033",The Wing Dome’s 7 Deadly Wing Challenge (Kirkland),Where: The Wing Dome (Kirkland),,
"Address: 1201 Alaskan Way, Ste #101, Seattle, WA 98101",The Wing Dome’s 7 Deadly Wing Challenge (Pier 56),Where: The Wing Dome (Pier 56 Seattle),,
"Address: 7818 Greenwood Ave N, Seattle, WA 98103",The Wing Dome’s 7 Deadly Wing Challenge (Greenwood),Where: The Wing Dome (Greenwood),,
"Address: 8230 35th Ave SE, Seattle, WA 98115",The Wedgwood Broiler’s 72oz Steak Dinner Challenge,Where: Wedgwood Broiler,,
"Address: 931 108th Ave NE, Bellevue, WA 98004",Sam’s Tavern’s Burger Challenge (Bellevue),Where: Sam's Tavern (Bellevue),,
"Address: 14655 Fryelands Blvd SE, Monroe, WA 98272",Burger Madness’ 12-Stack Burger Challenge (Monroe),Where: Burger Madness (Monroe),,
"Address: 4117 4th Ave S, Seattle, WA 98134",Burger Madness’ 12-Stack Burger Challenge (Seattle),Where: Burger Madness (Seattle),,
"Address: 32295 State Rte 20, Oak Harbor, WA 98277",Flyers Restaurant’s “Old 666” Burger Challenge,Where: Flyers Restaurant & Brewery,,
"Address: 21005 44th Ave W, Ste #101, Mountlake Terrace, WA 98043",Red Onion Burgers’ Intimidator Burger Challenge,Where: Red Onion Burgers,,
"Address: 804 Ocean Beach Hwy, Longview, WA 98632",Stuffy’s Large Stuff Breakfast Challenge,Where: Stuffy's II Diner,,
"Address: 804 Ocean Beach Hwy, Longview, WA 98632",Stuffy’s 10lb Cinnamon “Bear Roll” Challenge,Where: Stuffy's II Diner,,
"Address: 804 Ocean Beach Hwy, Longview, WA 98632",Stuffy’s Almost A Dozen Egg Omelet Challenge,Where: Stuffy's II Diner,,
"Address: 140 S 72nd Ave, Ste #130, Yakima, WA 98908",Westside’s 18″ Death By Pizza Challenge (Yakima),Where: Westside Pizza (Yakima),,
"Address: 137 E Woodin Ave, Chelan, WA 98816",Westside’s 18″ Death By Pizza Challenge (Chelan),Where: Westside Pizza (Chelan),,
"Address: 25960 Ohio Ave NE, Ste #102, Kingston, WA 98346",Westside’s 18″ Death By Pizza Challenge (Kingston),Where: Westside Pizza (Kingston),,
"Address: 20 Front St S, Issaquah, WA 98027",Sunset Alehouse’s National Champ Burger Challenge,Where: Sunset Alehouse,,
"Address: 1336 Rush Dr, Napavine, WA 98532",Ramblin’ Jack’s Cattle Drive Burger Challenge,Where: Ramblin' Jack's RibEye Restaurant,,
"Address: 850 110th Ave NE, Bellevue, WA 98004",Kobe Sushi Bar’s 3 Liter Ramen Eating Challenge,Where: Kobe Sushi Bar Restaurant,,
"Address: 1387 Fairmont Rd, Morgantown, WV 26501",Mason Jar Saloon’s Giant Burger Challenge,Where: Mason Jar Saloon,,
"Address: 1111 Fairmont Ave, Fairmont, WV 26554",The Poky Dot’s He-Man Breakfast Challenge,Where: The Poky Dot,,
"Address: 1111 Fairmont Ave, Fairmont, WV 26554",The Poky Dot’s “Humongous” Banana Split Challenge,Where: The Poky Dot,,
"Address: 2045 Listravia Ave, Morgantown, WV 26505",Tanners Tavern’s Toughman Challenge,Where: Tanners Tavern,,
"Address: 250 High St, Morgantown, WV 26505",Morgan’s 15 Scoop Ice Cream Sundae Challenge,Where: Morgan's High Street Diner,,
"Address: 918 Chestnut Ridge Rd, Morgantown, WV 26505",PeppeBroni’s Coliseum Team Calzone Challenge,Where: PeppeBroni's Pizza,,
